Id,Prices,Volumes,Market_Cap,Date
solana,0.9576058280146803,92672667.43447028,7827651.892659198,2020-04-11
solana,0.7847113148208426,49458692.875223994,6173607.678345317,2020-04-12
solana,0.8759944068917709,37821009.955602355,7269680.447445141,2020-04-13
solana,0.7867121945458646,19579214.89293177,6302364.150584625,2020-04-14
solana,0.666673390515131,17523533.049867075,5306221.06575891,2020-04-15
solana,0.6376210673084666,12659541.408408837,5114653.932636794,2020-04-16
solana,0.6923331250859114,23132895.9095158,5505929.486978686,2020-04-17
solana,0.657449398309544,10227034.752456626,5348323.975349362,2020-04-18
solana,0.6769721852162044,10199318.163159857,5423066.285864263,2020-04-19
solana,0.6094358389483635,9789186.730548004,4844617.211182358,2020-04-20
solana,0.5347904942320182,8763891.031037511,4285479.154681022,2020-04-21
solana,0.5728269210770057,9610841.993019182,4591546.761226098,2020-04-22
solana,0.6848872198147996,18146790.14448149,5446538.173850838,2020-04-23
solana,0.6217032788666345,13659849.485801896,4909586.999036558,2020-04-24
solana,0.6227650900853694,8959427.13964603,5027193.620409137,2020-04-25
solana,0.6470903181859691,7324961.274114759,5173619.233465031,2020-04-26
solana,0.6398628040694914,8493459.048447348,5137791.330825961,2020-04-27
solana,0.5683154806973284,7534010.521157354,4616001.375155629,2020-04-28
solana,0.6574283212299112,7387289.032147021,5283691.351331575,2020-04-29
solana,0.7411890135877649,8964597.270530097,5897415.537215416,2020-04-30
solana,0.693089721323073,5182978.537733341,5635423.505964131,2020-05-01
solana,0.7169539321663891,4174109.6429038513,5735879.899599453,2020-05-02
solana,0.7124378933182761,3457574.5570013877,5669404.169981707,2020-05-03
solana,0.6866098174679662,3375393.730010124,5486412.385664286,2020-05-04
solana,0.6728297405546847,3467483.256730908,5354861.583908894,2020-05-05
solana,0.6503081490988862,2903980.8568524625,5195811.6286706,2020-05-06
solana,0.6194003582280405,2715223.2877061805,5010066.054780242,2020-05-07
solana,0.6089398899298076,3385522.0174709754,4874818.721855924,2020-05-08
solana,0.608939662026112,2493703.55942783,4827334.908169065,2020-05-09
solana,0.6017917957668725,2126230.1519960337,4816707.909418276,2020-05-10
solana,0.541777928609612,2370841.7230691817,4324416.949285259,2020-05-11
solana,0.5139234956267317,2113480.526002199,4171226.2991002905,2020-05-12
solana,0.5333426539131136,2182277.4116870984,4266741.231304909,2020-05-13
solana,0.5533191018747785,2337721.3827509126,4413742.897500913,2020-05-14
solana,0.574281421724847,548910.1111122454,4570789.918376839,2020-05-15
solana,0.5564341957677822,1837728.914580343,4432087.508991812,2020-05-16
solana,0.5989661106774994,2286736.274938201,4752035.386171752,2020-05-17
solana,0.6159337448626931,2950437.821089827,4898008.357759836,2020-05-18
solana,0.6477344448774962,3280890.995949265,5213969.633802138,2020-05-19
solana,0.6219357513498963,2375972.6144311675,4996233.199332481,2020-05-20
solana,0.5795859352817158,2306268.656301432,4629608.829738474,2020-05-21
solana,0.6055660983994974,2791803.410911919,4853042.594897839,2020-05-22
solana,0.6149832258209792,3449950.8698416166,4919865.806567834,2020-05-23
solana,0.6082201706733519,2624526.4581755586,4866957.615424991,2020-05-24
solana,0.5465741722754689,2831384.6236669393,4374843.160369413,2020-05-25
solana,0.6022304108336682,4453912.36455054,4809730.17960867,2020-05-26
